EstadoRIs,Populao_Estimada_Total__2025,rea_Territorial_km__2024,Densidade_Demogrfica_habkm,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,Ensino_Fundamental,Ensino_Mdio,Par,48,42,Creche,PrEscola,Taxa_de_Mortalidade_Infantil,Taxa_de_Mortalidade_em_Menores_que_05_Anos,Taxa_de_Mortalidade_Materna,45314,52299630230049585,5921790175221786,4072251401332922,005958423445292845,13678533514398037,4142176095852846,5848120491077079,009703413070075517,118515,3181875711935198,8295152512340211,23502510230772476,6234231953761127,2678142007340843,09770915074041261,17936126228747415,28677382609796226,24599417795215793,1656330422309412,870185208623381,25439817744589295,00008437750495717842,27655302109597697,2472,6343,1119,11395,5430,2308,29067,Regio_de_Integrao,Municpios,Nome_do_Hospital,Tipo,Masculino,Feminino,Razo_de_Sexos,Mdicos,Assistente_Social,Bioqumico_farmacutico,Cirurgio_Geral,Clnico_Geral,Enfermeiro,Fisioterapeuta,Fonoaudilogo,Gineco_Obstetra,Mdico_de_Famlia,Nutricionista,Odontlogo,Pediatra,Psiclogo,Psiquiatra,Radiologista,Sanitarista,Outras_especialidades_mdicas,Outras_ocupaes_de_nvel_superior_relac__Sade,11569,3762,15331,2384,1560,1444,2966,2860,2827,2630,138,132,424,410,239,234,746,720,1199,1128,215,197,19075,18607,506,493,172,165,30067,29020,1445663,839050,606613,154931,99624,261547,868244,61317,27792,117832,9307,444602,423642,13001,27369,17213,69065,120790,63390,742285,27276,365274,326240796288622,321345718915439,33301152930946,2261365,1691112,1366097,11495038603,820361,301905,518456,11208843632599998,5406014641200002,5802828991400001,14650321514480005,7064060326700001,7586261187780002,0_a_4_anos,5_a_9_anos,10_a_14_anos,15_a_19_anos,20_a_29_anos,30_a_39_anos,40_a_49_anos,50_a_59_anos,60_a_69_anos,70_a_79_anos,80_anos_e_mais,bitos_por_Agresses_,Populao_Total,Taxa_de_Homicdio_100_Mil_habitantes,bitos_de_Jovens_por_Agresso_,Populao_Jovem_de_15_a_29_anos,Taxa_de_Homicdio_de_Jovens_100000_hab,bitos_por_Acidentes_de_Trnsito_,Taxa_de_Mortes_por_Acidentes_de_Trnsito_100000_hab,Desflorestamento_Acumulado_km,Incremento_do_Desflorestamento_km,Focos_de_Calor,rea_de_Floresta_km,Hidrografia_km,rea_Territorial_IBGEkm,rea_Cadastrvel_km,_de_rea_Cadastrvel,rea_de_CAR_km,_de_rea_de_CAR,25454651119799995,26290497911899993,24009724766100007,22807731455,VA_Agropecuria,VA_Indstria,VA_Servios_exclusive_Administrao_Pblica,VA_Administrao_Pblica,VA_Total,_Participao_PIB_Estadual,_Participao_VA_Agropecuria_Estadual,_Participao_VA_Industrial_Estadual,_Participao_VA_Servios_Estadual_Exclusive_Administrao_Pblica,_Participao_VA_Administrao_Pblica_Estadual,_Participao_VA_Total_Estadual,_Participao_VA_Agropecuria,_Participao_VA_Indstria,_Participao_VA_Servios_exclusive_Administrao_Pblica,_Participao_VA_Administrao_Pblica,_Participao_VA_Total,Populao_menor_que_15_anos,Populao_entre_15_e_64_anos,Populao_maior_que_64_anos,Proporo_de_Idosos,Razo_de_Dependncia,ndice_de_Envelhecimento,PIB_R_1000,Ranking_Estadual,Ranking_Regional,Partipao_no_Par_,Partipao_na_Regio_,Populao,PIB_Per_capita,Razo_PIB_Per_capita_entre_RIs_e_Par_R_100,23001070720,2051340906,20949729814,36906,425275,1080902,163405,137455,7716788,137,97,1871,16868,169935,254341,204611,3130177,2229561,15091,261114,426150,4729,74442,90615,1089,16329,43398,1646,16122,63855,18515,41560,1248357,9274,290432,1084062,45449,148884,233792,17516,1213359,152720,21320,15601,70569,266576,3966227,4640906,4610,96067,161718,477562,1759249,1562172,1192224,3751973,7307684,127,2802,12167,EstadoMunicpio,Bovino,Bubalino,Equino,Suno__total,Suno__matrizes_de_sunos,Caprino,Ovino,Galinceos__Total,Galinceos__galinhas,Codornas,EstadoMunicpios,Leite_Mil_litros,Ovos_de_galinha_Mil_dzias,Ovos_de_codorna_Mil_dzias,Mel_de_abelha_Quilogramas,48789382896,100,10637664692999992,100_2,54942469403,100_3,Receita_Oramentria,Receita_Corrente,Receita_de_Transferncias_Correntes,Impostos,11594095548461563,2695653,4465,153055,211031,3064204,col,191,101220,12640,114051,73,407,221043,28312,249835,2079,136328,1036295,130742,1305444,8585,312964,133,29064,350746,1382057,1419636,2801693,Total,Automvel,Caminho,Caminho_trator,Caminhonete,Camioneta,Ciclomotor,Micronibus,Motocicleta,Motoneta,nibus,Reboque,Semireboque,Triciclo,Utilitrio,Outros,1,3344,437,3782,1_2,19,6505,681,7206,3,480,7663,747,8893,21,718,2,261,1002,7,6417,1102,7510,11,38,11947,2073,14038,163,6399,47523,9017,61362,1126,11735,32,3075,15629,973,986,914,991,929,26,08,07,58,01,06,16,02,13,913,978,981,97_2,67,09,0,15,22,04,Razo_PIB_Per_capita_entre_Municpio_e_Par_R_100,Populao_Estimada_Total_2025,rea_Territorial_km_2024
,,,,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim,,,Dom Eliseu,54.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim,,,Garrafão do Norte,44.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim,,,Ipixuna do Pará,45.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim,,,Irituia,41.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim,,,Mãe do Rio,5.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim,,,Nova Esperança do Piriá,4.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim,,,Ourém,5.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim,,,Paragominas,54.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim,,,Rondon do Pará,5.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim,,,Tomé-Açu,53.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim,,,Ulianópolis,62.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim,,,Fonte: MEC - INEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim,,,Elaboração: FAPESPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim,214.0,301.0,,,,161.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim,2.093125e+16,3.1731250000000004e+16,,,,1.5193750000000004e+16,1.8012499999999996e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RI Rio Capim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim,219.0,335.0,,,,15.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abel Figueiredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim,176.0,319.0,,,,145.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurora do Pará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim,193.0,298.0,,,,141.0,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bujaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim,156.0,241.0,,,,139.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capitão Poço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
